time_of_day,department,wait_time,patients_waiting,doctors_available,satisfaction_score
2025-01-12 03:00:00,Psychogeriatric Clinic,9.5,4,3,5.0
2025-01-12 04:00:00,Memory Clinic,7.9,7,3,3.6
2025-01-12 04:00:00,Mood Disorders,20.8,7,2,3.4
2025-01-12 04:00:00,Psychogeriatric Clinic,14.2,7,3,3.9
2025-01-12 05:00:00,Memory Clinic,14.5,8,2,4.8
2025-01-12 05:00:00,Mood Disorders,22.5,3,1,1.9
2025-01-12 05:00:00,Psychogeriatric Clinic,23.0,6,2,3.4
2025-01-12 06:00:00,Memory Clinic,20.1,12,3,2.7
2025-01-12 06:00:00,Mood Disorders,30.9,9,2,0.8
2025-01-12 06:00:00,Psychogeriatric Clinic,19.3,8,3,3.5
2025-01-12 07:00:00,Memory Clinic,38.3,16,2,2.0
2025-01-12 07:00:00,Mood Disorders,41.9,13,3,1.2
2025-01-12 07:00:00,Psychogeriatric Clinic,38.2,14,1,1.8
2025-01-12 08:00:00,Memory Clinic,43.4,14,1,0.7
2025-01-12 08:00:00,Mood Disorders,48.0,14,0,2.1
2025-01-12 08:00:00,Psychogeriatric Clinic,37.4,17,0,1.2
2025-01-12 09:00:00,Memory Clinic,45.4,15,0,1.6
2025-01-12 09:00:00,Mood Disorders,52.2,20,0,0.0
2025-01-12 09:00:00,Psychogeriatric Clinic,47.3,18,0,0.0
2025-01-12 10:00:00,Memory Clinic,67.2,19,0,0.7
2025-01-12 10:00:00,Mood Disorders,54.8,17,0,2.5
2025-01-12 10:00:00,Psychogeriatric Clinic,57.6,16,0,0.3
2025-01-12 11:00:00,Memory Clinic,50.6,22,1,1.3
2025-01-12 11:00:00,Mood Disorders,51.5,21,2,0.0
2025-01-12 11:00:00,Psychogeriatric Clinic,56.2,20,0,0.0
2025-01-12 12:00:00,Memory Clinic,57.7,19,1,0.1
2025-01-12 12:00:00,Mood Disorders,50.6,22,0,0.0
2025-01-12 12:00:00,Psychogeriatric Clinic,69.9,19,0,0.3
2025-01-12 13:00:00,Memory Clinic,52.2,20,0,0.9
2025-01-12 13:00:00,Mood Disorders,48.4,20,0,0.7
2025-01-12 13:00:00,Psychogeriatric Clinic,67.0,20,1,0.2
2025-01-12 14:00:00,Memory Clinic,49.6,16,0,0.0
2025-01-12 14:00:00,Mood Disorders,54.6,15,1,0.0
2025-01-12 14:00:00,Psychogeriatric Clinic,59.5,18,2,0.0
2025-01-12 15:00:00,Memory Clinic,43.4,15,0,0.0
2025-01-12 15:00:00,Mood Disorders,54.8,17,0,3.2
2025-01-12 15:00:00,Psychogeriatric Clinic,52.1,19,1,2.9
2025-01-12 16:00:00,Memory Clinic,45.0,16,2,0.9
2025-01-12 16:00:00,Mood Disorders,44.5,16,1,3.6
2025-01-12 16:00:00,Psychogeriatric Clinic,46.0,17,1,1.7
2025-01-12 17:00:00,Memory Clinic,41.7,13,1,0.9
2025-01-12 17:00:00,Mood Disorders,39.7,16,2,1.5
2025-01-12 17:00:00,Psychogeriatric Clinic,29.0,12,5,3.2
2025-01-12 18:00:00,Memory Clinic,26.8,10,1,2.6
2025-01-12 18:00:00,Mood Disorders,25.2,8,3,1.0
2025-01-12 18:00:00,Psychogeriatric Clinic,31.0,12,2,3.3
2025-01-12 19:00:00,Memory Clinic,16.8,10,1,2.9
2025-01-12 19:00:00,Mood Disorders,15.6,7,1,3.0
2025-01-12 19:00:00,Psychogeriatric Clinic,9.2,9,2,2.6
2025-01-12 20:00:00,Memory Clinic,15.0,3,4,3.4
2025-01-12 20:00:00,Mood Disorders,13.6,3,2,5.0
2025-01-12 20:00:00,Psychogeriatric Clinic,13.6,3,4,1.6
2025-01-12 21:00:00,Memory Clinic,13.1,2,5,4.2
2025-01-12 21:00:00,Mood Disorders,11.9,5,5,4.1
2025-01-12 21:00:00,Psychogeriatric Clinic,17.3,7,3,5.0
2025-01-12 22:00:00,Memory Clinic,5.5,3,5,3.6
2025-01-12 22:00:00,Mood Disorders,7.5,0,4,4.2
2025-01-12 22:00:00,Psychogeriatric Clinic,6.4,0,5,4.0
2025-01-12 23:00:00,Memory Clinic,0.0,1,4,5.0
2025-01-12 23:00:00,Mood Disorders,3.1,0,5,4.0
2025-01-12 23:00:00,Psychogeriatric Clinic,0.0,0,5,3.4
2025-01-13 00:00:00,Memory Clinic,0.0,3,5,3.6
2025-01-13 00:00:00,Mood Disorders,1.0,1,5,4.8
2025-01-13 00:00:00,Psychogeriatric Clinic,0.0,0,4,4.0
2025-01-13 01:00:00,Memory Clinic,10.8,0,5,5.0
2025-01-13 01:00:00,Mood Disorders,4.3,0,5,3.8
2025-01-13 01:00:00,Psychogeriatric Clinic,0.0,0,4,5.0
2025-01-13 02:00:00,Memory Clinic,4.5,1,4,4.5
2025-01-13 02:00:00,Mood Disorders,3.7,2,5,4.3
2025-01-13 02:00:00,Psychogeriatric Clinic,2.4,0,5,4.8
2025-01-13 03:00:00,Memory Clinic,14.7,0,5,4.6
2025-01-13 03:00:00,Mood Disorders,3.2,0,3,4.1
2025-01-13 03:00:00,Psychogeriatric Clinic,13.4,6,2,4.7
2025-01-13 04:00:00,Memory Clinic,11.8,4,2,3.2
2025-01-13 04:00:00,Mood Disorders,21.5,3,4,2.4
2025-01-13 04:00:00,Psychogeriatric Clinic,18.0,7,3,2.6
2025-01-13 05:00:00,Memory Clinic,27.1,9,3,3.8
2025-01-13 05:00:00,Mood Disorders,26.1,11,4,1.3
2025-01-13 05:00:00,Psychogeriatric Clinic,20.2,7,0,3.3
2025-01-13 06:00:00,Memory Clinic,30.3,7,1,3.2
2025-01-13 06:00:00,Mood Disorders,29.8,9,4,3.7
2025-01-13 06:00:00,Psychogeriatric Clinic,33.1,10,2,2.5
2025-01-13 07:00:00,Memory Clinic,35.3,13,3,1.7
2025-01-13 07:00:00,Mood Disorders,33.4,16,2,2.5
2025-01-13 07:00:00,Psychogeriatric Clinic,38.0,12,3,1.8
2025-01-13 08:00:00,Memory Clinic,50.2,17,0,0.3
2025-01-13 08:00:00,Mood Disorders,49.3,14,1,1.3
2025-01-13 08:00:00,Psychogeriatric Clinic,44.7,9,2,0.2
2025-01-13 09:00:00,Memory Clinic,45.4,14,2,1.5
2025-01-13 09:00:00,Mood Disorders,55.5,18,2,0.9
2025-01-13 09:00:00,Psychogeriatric Clinic,52.4,17,1,0.7
2025-01-13 10:00:00,Memory Clinic,52.6,17,0,0.0
2025-01-13 10:00:00,Mood Disorders,46.6,23,2,0.0
2025-01-13 10:00:00,Psychogeriatric Clinic,52.1,19,0,2.0
2025-01-13 11:00:00,Memory Clinic,56.3,20,0,0.1
2025-01-13 11:00:00,Mood Disorders,59.1,18,0,0.0
2025-01-13 11:00:00,Psychogeriatric Clinic,61.6,20,1,0.0
2025-01-13 12:00:00,Memory Clinic,64.1,18,0,0.0
2025-01-13 12:00:00,Mood Disorders,50.3,20,1,1.2
2025-01-13 12:00:00,Psychogeriatric Clinic,59.7,20,0,0.0
2025-01-13 13:00:00,Memory Clinic,57.3,19,0,1.6
2025-01-13 13:00:00,Mood Disorders,60.5,21,1,0.1
2025-01-13 13:00:00,Psychogeriatric Clinic,55.4,20,0,0.7
2025-01-13 14:00:00,Memory Clinic,56.2,21,0,0.0
2025-01-13 14:00:00,Mood Disorders,55.7,21,0,0.4
2025-01-13 14:00:00,Psychogeriatric Clinic,60.1,22,0,0.4
2025-01-13 15:00:00,Memory Clinic,51.8,16,0,2.8
2025-01-13 15:00:00,Mood Disorders,53.8,14,0,0.0
2025-01-13 15:00:00,Psychogeriatric Clinic,59.1,20,1,1.8
2025-01-13 16:00:00,Memory Clinic,42.6,15,1,2.4
2025-01-13 16:00:00,Mood Disorders,46.8,15,1,1.3
2025-01-13 16:00:00,Psychogeriatric Clinic,45.5,17,2,1.1
2025-01-13 17:00:00,Memory Clinic,38.1,14,4,1.8
2025-01-13 17:00:00,Mood Disorders,48.6,9,4,3.3
2025-01-13 17:00:00,Psychogeriatric Clinic,39.8,12,3,3.4
2025-01-13 18:00:00,Memory Clinic,24.2,9,3,2.7
2025-01-13 18:00:00,Mood Disorders,29.5,10,2,0.6
2025-01-13 18:00:00,Psychogeriatric Clinic,21.4,10,3,2.2
2025-01-13 19:00:00,Memory Clinic,19.4,12,3,3.6
2025-01-13 19:00:00,Mood Disorders,18.4,6,2,2.1
2025-01-13 19:00:00,Psychogeriatric Clinic,20.6,10,3,2.9
2025-01-13 20:00:00,Memory Clinic,21.1,5,5,3.3
2025-01-13 20:00:00,Mood Disorders,12.5,5,4,4.4
2025-01-13 20:00:00,Psychogeriatric Clinic,8.1,5,4,4.2
2025-01-13 21:00:00,Memory Clinic,7.2,5,5,3.3
2025-01-13 21:00:00,Mood Disorders,0.0,2,3,4.7
2025-01-13 21:00:00,Psychogeriatric Clinic,5.5,0,3,3.8
2025-01-13 22:00:00,Memory Clinic,2.5,2,4,3.6
2025-01-13 22:00:00,Mood Disorders,3.9,0,5,3.3
2025-01-13 22:00:00,Psychogeriatric Clinic,1.9,3,5,5.0
2025-01-13 23:00:00,Memory Clinic,5.0,0,5,5.0
2025-01-13 23:00:00,Mood Disorders,4.8,0,5,3.4
2025-01-13 23:00:00,Psychogeriatric Clinic,5.1,3,5,5.0
2025-01-14 00:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-14 00:00:00,Mood Disorders,8.2,0,3,5.0
2025-01-14 00:00:00,Psychogeriatric Clinic,0.0,1,5,3.8
2025-01-14 01:00:00,Memory Clinic,1.8,0,4,5.0
2025-01-14 01:00:00,Mood Disorders,3.8,0,5,3.3
2025-01-14 01:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-14 02:00:00,Memory Clinic,0.0,0,5,4.0
2025-01-14 02:00:00,Mood Disorders,4.0,2,5,4.9
2025-01-14 02:00:00,Psychogeriatric Clinic,0.0,5,5,4.8
2025-01-14 03:00:00,Memory Clinic,4.9,2,4,4.7
2025-01-14 03:00:00,Mood Disorders,15.7,3,3,5.0
2025-01-14 03:00:00,Psychogeriatric Clinic,6.8,2,4,4.4
2025-01-14 04:00:00,Memory Clinic,15.5,3,4,3.6
2025-01-14 04:00:00,Mood Disorders,17.8,7,5,3.4
2025-01-14 04:00:00,Psychogeriatric Clinic,14.1,7,4,3.7
2025-01-14 05:00:00,Memory Clinic,21.7,10,2,2.5
2025-01-14 05:00:00,Mood Disorders,27.1,4,3,4.2
2025-01-14 05:00:00,Psychogeriatric Clinic,12.1,10,3,3.3
2025-01-14 06:00:00,Memory Clinic,33.3,9,3,3.2
2025-01-14 06:00:00,Mood Disorders,29.2,10,3,0.6
2025-01-14 06:00:00,Psychogeriatric Clinic,31.3,9,2,0.9
2025-01-14 07:00:00,Memory Clinic,33.4,17,3,2.7
2025-01-14 07:00:00,Mood Disorders,33.3,15,1,2.0
2025-01-14 07:00:00,Psychogeriatric Clinic,39.2,11,2,3.5
2025-01-14 08:00:00,Memory Clinic,46.2,16,1,1.0
2025-01-14 08:00:00,Mood Disorders,48.0,15,1,1.8
2025-01-14 08:00:00,Psychogeriatric Clinic,42.3,17,1,0.5
2025-01-14 09:00:00,Memory Clinic,52.3,16,1,0.2
2025-01-14 09:00:00,Mood Disorders,53.5,16,3,0.9
2025-01-14 09:00:00,Psychogeriatric Clinic,53.9,15,2,3.1
2025-01-14 10:00:00,Memory Clinic,56.7,19,1,1.4
2025-01-14 10:00:00,Mood Disorders,61.2,18,0,0.0
2025-01-14 10:00:00,Psychogeriatric Clinic,48.7,18,0,0.0
2025-01-14 11:00:00,Memory Clinic,58.1,17,0,0.0
2025-01-14 11:00:00,Mood Disorders,48.7,17,2,0.0
2025-01-14 11:00:00,Psychogeriatric Clinic,60.0,20,0,0.0
2025-01-14 12:00:00,Memory Clinic,61.4,22,2,1.1
2025-01-14 12:00:00,Mood Disorders,58.3,21,0,0.0
2025-01-14 12:00:00,Psychogeriatric Clinic,70.2,20,1,0.0
2025-01-14 13:00:00,Memory Clinic,58.6,22,0,0.0
2025-01-14 13:00:00,Mood Disorders,56.3,19,0,0.0
2025-01-14 13:00:00,Psychogeriatric Clinic,58.6,19,0,0.0
2025-01-14 14:00:00,Memory Clinic,53.0,21,0,0.1
2025-01-14 14:00:00,Mood Disorders,54.9,21,0,0.6
2025-01-14 14:00:00,Psychogeriatric Clinic,57.0,19,1,0.0
2025-01-14 15:00:00,Memory Clinic,63.0,16,2,0.0
2025-01-14 15:00:00,Mood Disorders,50.0,14,1,0.0
2025-01-14 15:00:00,Psychogeriatric Clinic,47.2,15,0,0.9
2025-01-14 16:00:00,Memory Clinic,43.5,15,2,1.5
2025-01-14 16:00:00,Mood Disorders,45.4,15,0,1.7
2025-01-14 16:00:00,Psychogeriatric Clinic,45.9,13,1,3.2
2025-01-14 17:00:00,Memory Clinic,47.0,13,1,0.9
2025-01-14 17:00:00,Mood Disorders,36.5,12,2,1.4
2025-01-14 17:00:00,Psychogeriatric Clinic,39.8,11,1,3.0
2025-01-14 18:00:00,Memory Clinic,31.4,7,0,2.6
2025-01-14 18:00:00,Mood Disorders,33.0,9,2,4.0
2025-01-14 18:00:00,Psychogeriatric Clinic,36.9,12,3,3.6
2025-01-14 19:00:00,Memory Clinic,27.4,12,3,2.3
2025-01-14 19:00:00,Mood Disorders,20.1,5,3,4.8
2025-01-14 19:00:00,Psychogeriatric Clinic,23.3,4,3,3.0
2025-01-14 20:00:00,Memory Clinic,12.5,3,4,4.9
2025-01-14 20:00:00,Mood Disorders,14.1,3,3,3.5
2025-01-14 20:00:00,Psychogeriatric Clinic,14.8,6,5,1.3
2025-01-14 21:00:00,Memory Clinic,12.0,1,5,4.2
2025-01-14 21:00:00,Mood Disorders,8.9,2,4,3.7
2025-01-14 21:00:00,Psychogeriatric Clinic,2.8,2,5,4.2
2025-01-14 22:00:00,Memory Clinic,1.1,0,5,5.0
2025-01-14 22:00:00,Mood Disorders,3.6,0,5,4.1
2025-01-14 22:00:00,Psychogeriatric Clinic,5.7,2,5,4.1
2025-01-14 23:00:00,Memory Clinic,3.0,0,5,4.5
2025-01-14 23:00:00,Mood Disorders,7.2,0,4,3.9
2025-01-14 23:00:00,Psychogeriatric Clinic,0.0,0,5,4.1
2025-01-15 00:00:00,Memory Clinic,1.8,0,5,5.0
2025-01-15 00:00:00,Mood Disorders,0.8,0,5,5.0
2025-01-15 00:00:00,Psychogeriatric Clinic,0.0,0,5,4.8
2025-01-15 01:00:00,Memory Clinic,6.9,0,5,5.0
2025-01-15 01:00:00,Mood Disorders,0.0,0,5,4.5
2025-01-15 01:00:00,Psychogeriatric Clinic,0.2,1,3,5.0
2025-01-15 02:00:00,Memory Clinic,8.2,0,5,5.0
2025-01-15 02:00:00,Mood Disorders,1.1,2,5,5.0
2025-01-15 02:00:00,Psychogeriatric Clinic,12.7,2,5,4.5
2025-01-15 03:00:00,Memory Clinic,6.3,7,3,3.2
2025-01-15 03:00:00,Mood Disorders,23.9,2,4,5.0
2025-01-15 03:00:00,Psychogeriatric Clinic,0.0,4,5,4.0
2025-01-15 04:00:00,Memory Clinic,19.8,4,5,4.1
2025-01-15 04:00:00,Mood Disorders,16.6,4,3,1.9
2025-01-15 04:00:00,Psychogeriatric Clinic,6.6,1,4,3.4
2025-01-15 05:00:00,Memory Clinic,18.8,7,3,2.3
2025-01-15 05:00:00,Mood Disorders,20.6,7,2,2.3
2025-01-15 05:00:00,Psychogeriatric Clinic,11.6,7,2,2.5
2025-01-15 06:00:00,Memory Clinic,36.5,8,2,3.5
2025-01-15 06:00:00,Mood Disorders,28.4,9,2,3.7
2025-01-15 06:00:00,Psychogeriatric Clinic,32.4,10,2,2.0
2025-01-15 07:00:00,Memory Clinic,40.6,15,4,2.0
2025-01-15 07:00:00,Mood Disorders,34.6,12,4,3.5
2025-01-15 07:00:00,Psychogeriatric Clinic,47.5,13,2,2.0
2025-01-15 08:00:00,Memory Clinic,38.8,13,0,0.5
2025-01-15 08:00:00,Mood Disorders,48.3,15,2,1.4
2025-01-15 08:00:00,Psychogeriatric Clinic,46.3,15,1,2.3
2025-01-15 09:00:00,Memory Clinic,54.1,17,1,3.3
2025-01-15 09:00:00,Mood Disorders,48.8,17,1,0.0
2025-01-15 09:00:00,Psychogeriatric Clinic,49.2,17,0,0.8
2025-01-15 10:00:00,Memory Clinic,60.5,22,0,0.0
2025-01-15 10:00:00,Mood Disorders,58.2,18,0,0.6
2025-01-15 10:00:00,Psychogeriatric Clinic,55.1,19,0,0.0
2025-01-15 11:00:00,Memory Clinic,60.5,22,1,0.1
2025-01-15 11:00:00,Mood Disorders,51.0,19,0,0.8
2025-01-15 11:00:00,Psychogeriatric Clinic,63.2,20,0,2.2
2025-01-15 12:00:00,Memory Clinic,59.2,18,2,0.0
2025-01-15 12:00:00,Mood Disorders,64.1,21,1,0.1
2025-01-15 12:00:00,Psychogeriatric Clinic,66.3,22,0,0.0
2025-01-15 13:00:00,Memory Clinic,61.8,23,0,0.0
2025-01-15 13:00:00,Mood Disorders,55.0,21,0,0.2
2025-01-15 13:00:00,Psychogeriatric Clinic,68.7,21,1,0.4
2025-01-15 14:00:00,Memory Clinic,54.7,20,0,0.9
2025-01-15 14:00:00,Mood Disorders,56.5,20,1,2.8
2025-01-15 14:00:00,Psychogeriatric Clinic,61.3,19,0,0.4
2025-01-15 15:00:00,Memory Clinic,47.5,21,2,2.0
2025-01-15 15:00:00,Mood Disorders,44.2,16,1,0.9
2025-01-15 15:00:00,Psychogeriatric Clinic,58.2,17,1,1.3
2025-01-15 16:00:00,Memory Clinic,44.9,15,1,1.1
2025-01-15 16:00:00,Mood Disorders,40.1,17,1,3.4
2025-01-15 16:00:00,Psychogeriatric Clinic,46.9,15,0,1.4
2025-01-15 17:00:00,Memory Clinic,37.5,12,0,0.2
2025-01-15 17:00:00,Mood Disorders,39.1,13,1,1.5
2025-01-15 17:00:00,Psychogeriatric Clinic,37.2,13,2,2.2
2025-01-15 18:00:00,Memory Clinic,25.3,8,0,3.0
2025-01-15 18:00:00,Mood Disorders,29.1,9,2,4.1
2025-01-15 18:00:00,Psychogeriatric Clinic,25.2,9,2,1.3
2025-01-15 19:00:00,Memory Clinic,10.1,8,3,2.1
2025-01-15 19:00:00,Mood Disorders,25.3,10,4,3.6
2025-01-15 19:00:00,Psychogeriatric Clinic,19.8,7,3,4.2
2025-01-15 20:00:00,Memory Clinic,8.4,6,2,5.0
2025-01-15 20:00:00,Mood Disorders,15.8,5,3,4.0
2025-01-15 20:00:00,Psychogeriatric Clinic,20.5,7,4,4.2
2025-01-15 21:00:00,Memory Clinic,0.0,1,5,5.0
2025-01-15 21:00:00,Mood Disorders,8.0,2,4,4.6
2025-01-15 21:00:00,Psychogeriatric Clinic,7.5,0,4,3.0
2025-01-15 22:00:00,Memory Clinic,0.0,0,4,5.0
2025-01-15 22:00:00,Mood Disorders,7.8,0,5,5.0
2025-01-15 22:00:00,Psychogeriatric Clinic,3.2,5,5,5.0
2025-01-15 23:00:00,Memory Clinic,0.0,0,4,3.0
2025-01-15 23:00:00,Mood Disorders,0.0,4,5,4.5
2025-01-15 23:00:00,Psychogeriatric Clinic,2.4,0,4,5.0
2025-01-16 00:00:00,Memory Clinic,0.0,0,4,3.4
2025-01-16 00:00:00,Mood Disorders,0.0,1,4,5.0
2025-01-16 00:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-16 01:00:00,Memory Clinic,0.0,2,5,4.4
2025-01-16 01:00:00,Mood Disorders,3.4,0,3,5.0
2025-01-16 01:00:00,Psychogeriatric Clinic,7.0,2,5,5.0
2025-01-16 02:00:00,Memory Clinic,10.1,1,5,4.1
2025-01-16 02:00:00,Mood Disorders,13.0,5,5,4.3
2025-01-16 02:00:00,Psychogeriatric Clinic,2.4,0,5,4.2
2025-01-16 03:00:00,Memory Clinic,8.6,7,3,3.6
2025-01-16 03:00:00,Mood Disorders,7.5,2,5,2.7
2025-01-16 03:00:00,Psychogeriatric Clinic,9.3,1,5,3.9
2025-01-16 04:00:00,Memory Clinic,14.7,4,4,4.5
2025-01-16 04:00:00,Mood Disorders,14.1,7,4,3.3
2025-01-16 04:00:00,Psychogeriatric Clinic,14.9,6,3,4.5
2025-01-16 05:00:00,Memory Clinic,13.0,8,3,3.3
2025-01-16 05:00:00,Mood Disorders,14.2,8,3,2.4
2025-01-16 05:00:00,Psychogeriatric Clinic,27.9,8,4,3.3
2025-01-16 06:00:00,Memory Clinic,24.2,10,3,4.7
2025-01-16 06:00:00,Mood Disorders,32.3,11,2,3.3
2025-01-16 06:00:00,Psychogeriatric Clinic,29.4,12,1,3.9
2025-01-16 07:00:00,Memory Clinic,42.9,13,2,2.2
2025-01-16 07:00:00,Mood Disorders,36.2,13,2,2.4
2025-01-16 07:00:00,Psychogeriatric Clinic,32.4,14,2,4.6
2025-01-16 08:00:00,Memory Clinic,42.6,15,0,0.0
2025-01-16 08:00:00,Mood Disorders,36.9,18,3,1.7
2025-01-16 08:00:00,Psychogeriatric Clinic,41.0,14,0,2.3
2025-01-16 09:00:00,Memory Clinic,54.5,17,2,1.8
2025-01-16 09:00:00,Mood Disorders,58.4,20,2,1.3
2025-01-16 09:00:00,Psychogeriatric Clinic,56.0,16,1,0.9
2025-01-16 10:00:00,Memory Clinic,54.4,17,0,0.0
2025-01-16 10:00:00,Mood Disorders,59.3,21,0,2.7
2025-01-16 10:00:00,Psychogeriatric Clinic,59.8,22,1,0.2
2025-01-16 11:00:00,Memory Clinic,61.1,17,0,1.0
2025-01-16 11:00:00,Mood Disorders,50.0,23,0,0.0
2025-01-16 11:00:00,Psychogeriatric Clinic,65.7,24,0,1.2
2025-01-16 12:00:00,Memory Clinic,64.6,20,0,0.1
2025-01-16 12:00:00,Mood Disorders,61.3,21,0,0.0
2025-01-16 12:00:00,Psychogeriatric Clinic,59.0,20,1,0.0
2025-01-16 13:00:00,Memory Clinic,61.7,19,0,0.4
2025-01-16 13:00:00,Mood Disorders,53.0,24,0,0.4
2025-01-16 13:00:00,Psychogeriatric Clinic,65.9,22,1,0.0
2025-01-16 14:00:00,Memory Clinic,55.1,21,1,1.2
2025-01-16 14:00:00,Mood Disorders,62.9,23,2,1.0
2025-01-16 14:00:00,Psychogeriatric Clinic,58.5,17,1,1.7
2025-01-16 15:00:00,Memory Clinic,50.7,19,0,0.1
2025-01-16 15:00:00,Mood Disorders,48.0,16,1,1.5
2025-01-16 15:00:00,Psychogeriatric Clinic,52.2,16,1,2.4
2025-01-16 16:00:00,Memory Clinic,45.2,14,0,0.5
2025-01-16 16:00:00,Mood Disorders,41.1,19,1,1.5
2025-01-16 16:00:00,Psychogeriatric Clinic,47.9,14,0,1.9
2025-01-16 17:00:00,Memory Clinic,39.1,11,1,2.9
2025-01-16 17:00:00,Mood Disorders,31.6,12,0,1.1
2025-01-16 17:00:00,Psychogeriatric Clinic,37.5,11,3,0.9
2025-01-16 18:00:00,Memory Clinic,31.2,10,1,3.4
2025-01-16 18:00:00,Mood Disorders,31.7,18,1,3.3
2025-01-16 18:00:00,Psychogeriatric Clinic,34.0,10,2,4.3
2025-01-16 19:00:00,Memory Clinic,15.9,5,5,1.3
2025-01-16 19:00:00,Mood Disorders,17.9,10,2,2.9
2025-01-16 19:00:00,Psychogeriatric Clinic,17.4,12,3,3.8
2025-01-16 20:00:00,Memory Clinic,17.1,3,4,3.4
2025-01-16 20:00:00,Mood Disorders,21.8,6,4,1.6
2025-01-16 20:00:00,Psychogeriatric Clinic,14.1,9,3,1.8
2025-01-16 21:00:00,Memory Clinic,2.2,2,3,5.0
2025-01-16 21:00:00,Mood Disorders,7.2,2,3,4.1
2025-01-16 21:00:00,Psychogeriatric Clinic,4.2,0,4,4.7
2025-01-16 22:00:00,Memory Clinic,7.0,3,5,5.0
2025-01-16 22:00:00,Mood Disorders,7.4,2,3,5.0
2025-01-16 22:00:00,Psychogeriatric Clinic,3.8,2,4,3.4
2025-01-16 23:00:00,Memory Clinic,6.2,0,5,4.1
2025-01-16 23:00:00,Mood Disorders,3.5,0,4,3.7
2025-01-16 23:00:00,Psychogeriatric Clinic,1.8,0,5,3.5
2025-01-17 00:00:00,Memory Clinic,0.0,1,5,5.0
2025-01-17 00:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-17 00:00:00,Psychogeriatric Clinic,0.0,3,3,4.5
2025-01-17 01:00:00,Memory Clinic,3.7,0,5,4.4
2025-01-17 01:00:00,Mood Disorders,4.1,2,4,4.4
2025-01-17 01:00:00,Psychogeriatric Clinic,0.0,2,4,3.9
2025-01-17 02:00:00,Memory Clinic,5.5,3,4,5.0
2025-01-17 02:00:00,Mood Disorders,6.0,2,4,5.0
2025-01-17 02:00:00,Psychogeriatric Clinic,4.4,3,4,4.6
2025-01-17 03:00:00,Memory Clinic,11.7,2,3,3.5
2025-01-17 03:00:00,Mood Disorders,2.9,2,2,5.0
2025-01-17 03:00:00,Psychogeriatric Clinic,10.3,1,5,4.1
2025-01-17 04:00:00,Memory Clinic,19.2,8,5,3.7
2025-01-17 04:00:00,Mood Disorders,15.2,5,4,2.2
2025-01-17 04:00:00,Psychogeriatric Clinic,5.8,2,2,4.1
2025-01-17 05:00:00,Memory Clinic,27.5,3,3,2.8
2025-01-17 05:00:00,Mood Disorders,26.0,6,3,4.4
2025-01-17 05:00:00,Psychogeriatric Clinic,27.8,6,2,3.9
2025-01-17 06:00:00,Memory Clinic,33.4,11,1,1.8
2025-01-17 06:00:00,Mood Disorders,34.6,13,4,2.5
2025-01-17 06:00:00,Psychogeriatric Clinic,33.5,12,4,3.2
2025-01-17 07:00:00,Memory Clinic,28.4,11,2,2.9
2025-01-17 07:00:00,Mood Disorders,33.5,14,3,1.1
2025-01-17 07:00:00,Psychogeriatric Clinic,43.3,9,2,2.4
2025-01-17 08:00:00,Memory Clinic,50.6,15,2,2.1
2025-01-17 08:00:00,Mood Disorders,38.3,17,1,0.9
2025-01-17 08:00:00,Psychogeriatric Clinic,46.6,15,1,0.0
2025-01-17 09:00:00,Memory Clinic,53.8,20,1,0.7
2025-01-17 09:00:00,Mood Disorders,46.9,16,0,2.0
2025-01-17 09:00:00,Psychogeriatric Clinic,51.4,18,0,0.8
2025-01-17 10:00:00,Memory Clinic,64.3,16,1,0.6
2025-01-17 10:00:00,Mood Disorders,57.0,21,0,0.0
2025-01-17 10:00:00,Psychogeriatric Clinic,62.4,21,1,1.0
2025-01-17 11:00:00,Memory Clinic,51.1,24,0,0.0
2025-01-17 11:00:00,Mood Disorders,66.4,18,0,0.9
2025-01-17 11:00:00,Psychogeriatric Clinic,61.0,17,0,1.8
2025-01-17 12:00:00,Memory Clinic,59.7,17,0,0.3
2025-01-17 12:00:00,Mood Disorders,60.4,18,2,0.0
2025-01-17 12:00:00,Psychogeriatric Clinic,51.2,23,0,0.0
2025-01-17 13:00:00,Memory Clinic,58.6,22,0,1.1
2025-01-17 13:00:00,Mood Disorders,53.8,21,1,0.0
2025-01-17 13:00:00,Psychogeriatric Clinic,60.6,23,0,0.5
2025-01-17 14:00:00,Memory Clinic,53.6,19,0,0.2
2025-01-17 14:00:00,Mood Disorders,51.5,21,0,0.0
2025-01-17 14:00:00,Psychogeriatric Clinic,50.1,18,1,0.0
2025-01-17 15:00:00,Memory Clinic,54.6,19,0,0.0
2025-01-17 15:00:00,Mood Disorders,43.6,16,1,2.8
2025-01-17 15:00:00,Psychogeriatric Clinic,52.4,15,3,0.0
2025-01-17 16:00:00,Memory Clinic,49.1,15,0,1.2
2025-01-17 16:00:00,Mood Disorders,37.2,16,0,0.4
2025-01-17 16:00:00,Psychogeriatric Clinic,46.6,19,2,3.9
2025-01-17 17:00:00,Memory Clinic,38.8,11,2,2.2
2025-01-17 17:00:00,Mood Disorders,28.7,13,3,1.3
